,effover,R,param_00_crop,param_01_soildepthF,param_02_pref,param_03_arnoB,param_04_interF,param_05_reces,param_06_CCM,param_07_normalStorageLimit,param_08_No
0,-9.442806398778218,-9.442806398778218,1.101976210494599,1.013985555049811,6.156566373648937,0.5446066876445779,2.087425336824888,7.972643207981627,4.125520875606428,0.43319590633807803,297298.0
