,effover,R,param_00_crop,param_01_soildepthF,param_02_pref,param_03_arnoB,param_04_interF,param_05_reces,param_06_CCM,param_07_normalStorageLimit,param_08_No
0,-9.41200237346217,-9.41200237346217,1.2174951053975334,1.497330508047619,7.715391292279587,0.42382595401936807,0.9340706944144648,3.3753726672377558,0.20052369155595817,0.85,1089298.0
